CCL,AAL,PYPL,BABA,KO,SBRCY,YNDX,MPC,JWN,MRNA,MSFT,BP
"13,880000114440918","11,119999885559082","196,07000732421875","251,02000427246094","46,1122932434082","10,944540977478027","57,540000915527344","36,664608001708984","13,6899995803833","74,0999984741211","203,51284790039062","21,044069290161133"
"14,220000267028809","13,029999732971191","198,6300048828125","252,10000610351562","46,6589241027832","11,275080680847168","59,15999984741211","35,196102142333984","16,0","74,0999984741211","210,92831420898438","21,94159507751465"
"15,470000267028809","13,329999923706055","191,4600067138672","253,97000122070312","47,29340744018555","12,064704895019531","60,04999923706055","36,80857467651367","17,1200008392334","69,1500015258789","207,37445068359375","21,951143264770508"
"14,649999618530273","12,15999984741211","196,7899932861328","265,79998779296875","46,151336669921875","11,320989608764648","63,56999969482422","33,977149963378906","14,479999542236328","66,44999694824219","211,46437072753906","20,759830474853516"
"17,209999084472656","13,59000015258789","204,47999572753906","289,0","48,640464782714844","11,18326473236084","65,25","36,14158248901367","15,680000305175781","67,48999786376953","227,7876434326172","20,68243980407715"
"18,530000686645508","13,609999656677246","191,83999633789062","281,3900146484375","49,82157897949219","10,779271125793457","64,44000244140625","32,7797966003418","16,280000686645508","62,599998474121094","213,19952392578125","19,869848251342773"
"17,690000534057617","12,949999809265137","184,0","271,6099853515625","49,841102600097656","10,760908126831055","61,81999969482422","30,45091438293457","14,470000267028809","59,34000015258789","203,02963256835938","19,405508041381836"
"15,3100004196167","13,1899995803833","176,07000732421875","272,4100036621094","49,245662689208984","11,082265853881836","60,970001220703125","31,45457649230957","14,479999542236328","69,87000274658203","199,40745544433594","18,264005661010742"
"15,069999694824219","12,289999961853027","187,25","271,0899963378906","47,941925048828125","10,650728225708008","63,33000183105469","27,89790916442871","11,920000076293945","69,47000122070312","206,80104064941406","17,277286529541016"
"15,15999984741211","13,0","191,91000366210938","288,1700134277344","48,57170486450195","9,760107040405273","62,5","27,547115325927734","12,800000190734863","68,80999755859375","205,1790313720703","16,30023956298828"
"15,6899995803833","13,199999809265137","197,27000427246094","299,739990234375","49,9985466003418","10,670000076293945","60,93000030517578","29,349809646606445","13,859999656677246","73,0","214,75186157226562","16,79360008239746"
"14,079999923706055","12,460000038146973","204,4499969482422","307,30999755859375","49,23099899291992","10,3100004196167","57,9900016784668","28,618988037109375","12,930000305175781","73,94000244140625","218,58299255371094","15,719817161560059"
"15,359999656677246","12,600000381469727","203,0399932861328","309,9200134277344","49,71317672729492","11,220000267028809","59,119998931884766","29,125690460205078","14,329999923706055","70,52999877929688","215,1697998046875","15,526341438293457"
"13,710000038146973","11,279999732971191","186,1300048828125","304,69000244140625","47,29246520996094","10,109999656677246","57,56999969482422","28,745662689208984","12,100000381469727","67,47000122070312","201,47727966308594","14,97493839263916"
"13,819999694824219","11,460000038146973","202,72999572753906","299,95001220703125","48,6602668762207","11,270000457763672","63,810001373291016","30,772476196289062","12,84000015258789","72,44999694824219","222,62307739257812","15,129718780517578"
"16,010000228881836","12,239999771118164","188,6199951171875","260,8399963378906","52,59638214111328","12,989999771118164","62,11000061035156","36,59956359863281","17,309999465942383","89,38999938964844","215,44842529296875","18,54885482788086"
"17,3700008392334","12,529999732971191","192,6699981689453","270,739990234375","51,82883834838867","12,989999771118164","61,939998626708984","37,28166198730469","21,290000915527344","97,61000061035156","209,35842895507812","19,229637145996094"
"21,579999923706055","14,979999542236328","211,38999938964844","276,4800109863281","51,858360290527344","13,59000015258789","67,19000244140625","40,943904876708984","26,729999542236328","127,02999877929688","214,7354278564453","20,818130493164062"
"23,450000762939453","16,399999618530273","217,77000427246094","267,25","52,989994049072266","14,930000305175781","68,05000305175781","42,416778564453125","31,440000534057617","152,52000427246094","213,867431640625","21,97249984741211"
"21,31999969482422","17,049999237060547","214,05999755859375","264,5400085449219","52,909610748291016","15,930000305175781","70,27999877929688","42,416778564453125","30,81999969482422","156,92999267578125","212,7699432373047","21,735706329345703"
"21,459999084472656","16,510000228881836","236,4499969482422","260,0","53,29639434814453","15,010000228881836","69,2699966430664","39,88620376586914","30,1200008392334","140,22999572753906","218,08770751953125","21,4495792388916"
"20,84000015258789","15,65999984741211","238,63999938964844","222,0","52,99886703491211","14,720000267028809","67,6500015258789","40,73632049560547","30,34000015258789","123,38999938964844","222,23814392089844","20,778663635253906"
"21,65999984741211","15,770000457763672","234,1999969482422","232,72999572753906","54,38731384277344","14,5","69,58000183105469","40,88459777832031","31,209999084472656","104,47000122070312","221,90890502929688","20,245878219604492"
"20,469999313354492","15,130000114440918","242,4600067138672","236,19000244140625","50,65835189819336","15,600000381469727","70,9000015258789","42,683677673339844","34,2400016784668","112,75","219,11534118652344","24,074045181274414"
"20,790000915527344","15,760000228881836","239,7899932861328","243,4600067138672","48,297996520996094","15,130000114440918","67,31999969482422","43,47447967529297","36,2400016784668","129,64999389648438","212,16134643554688","23,935916900634766"
"20,219999313354492","15,819999694824219","252,0","258,6199951171875","48,08972930908203","14,279999732971191","66,44000244140625","45,22413635253906","37,369998931884766","131,02000427246094","225,4307861328125","23,55112648010254"
"18,670000076293945","17,170000076293945","234,30999755859375","253,8300018310547","47,75253677368164","13,710000038146973","62,63999938964844","42,66390609741211","35,45000076293945","173,16000366210938","231,42698669433594","21,923168182373047"
"21,309999465942383","17,190000534057617","269,44000244140625","265,6700134277344","49,24015426635742","14,619999885559082","66,9800033569336","47,102298736572266","34,060001373291016","176,24000549316406","241,64344787597656","20,53200340270996"
"20,600000381469727","17,270000457763672","298,3699951171875","267,8500061035156","50,271568298339844","14,539999961853027","73,83000183105469","49,87999725341797","34,849998474121094","183,74000549316406","244,4270477294922","21,6173095703125"
"24,59000015258789","18,68000030517578","286,9200134277344","263,5899963378906","49,69635772705078","14,789999961853027","67,26000213623047","52,390804290771484","37,040000915527344","174,74000549316406","240,41627502441406","22,564485549926758"
"26,75","20,940000534057617","259,8500061035156","237,75999450683594","48,585601806640625","14,5600004196167","63,9900016784668","54,619998931884766","36,45000076293945","154,80999755859375","232,3800048828125","24,40999984741211"
"26,09000015258789","20,450000762939453","239,0500030517578","233,88999938964844","50,37074279785156","15,029999732971191","63,630001068115234","57,31999969482422","35,06999969482422","132,19000244140625","231,60000610351562","26,770000457763672"
"27,469999313354492","22,149999618530273","253,8300018310547","240,8000030517578","50,46000289916992","15,75","66,77999877929688","58,0","37,400001525878906","140,47000122070312","237,1300048828125","26,649999618530273"
